Word,Frequency
retention,1
aarogya,1
setu,1
spaces,1
patients,1
turn,1
trend,1
finance,1
healthcare,1
cycle,1
suites,1
execution,1
stage,1
aspects,1
inclusion,1
benefits,1
idea,1
tester,1
specialists,1
company,1
members,1
chains,1
supervision,1
encouragement,1
dissuasion,1
motivators,1
tactic,1
result,1
motives,1
source,1
sources,1
futures,1
sum,1
academia,1
demand,1
skill,1
industries,1
curricula,1
backgrounds,1
difficulties,1
addition,1
visualization,1
terms,1
transportation,1
sectors,1
standards,1
indicators,1
consumption,1
element,1
place,1
buildings,1
hardware,1
manner,1
transition,1
communities,1
cities,1
tecnologico,1
monterrey,1
mexico,1
campus,1
ccm,1
threelevel,1
gathering,1
retain,1
attention,1
optimize,1
mapping,1
scitepress,1
publications,1
confusion,1
boredom,1
frustration,1
term,1
state,1
acceptance,1
intention,1
enjoyment,1
usefulness,1
attitude,1
informa,1
trading,1
taylor,1
francis,1
learningteaching,1
springer,1
integration,1
classrooms,1
institutions,1
families,1
importance,1
covid19,1
listening,1
reading,1
guide,1
suggestions,1
benefit,1
management,1
mdpi,1
basel,1
arsinoëproject,1
smartphone,1
k12,1
egyptian,1
culture,1
history,1
languages,1
nonlatin,1
writing,1
deafblindness,1
condition,1
channel,1
suitceyes,1
interfaces,1
disability,1
sensors,1
image,1
processing,1
vision,1
ownerauthors,1
focus,1
sustainability,1
policymakers,1
companies,1
consumers,1
perspective,1
recycling,1
web,1
garbage,1
involvement,1
acm,1
lockdown,1
universities,1
covidpandemic,1
homes,1
implementations,1
physionetcomputing,1
cardiology,1
cinc,1
value,1
advances,1
seminar,1
technical,1
darmstadt,1
germany,1
physionetcinc,1
lead,1
ecg,1
fibrillation,1
disease,1
insight,1
dualnet,1
scoring,1
testset,1
recordings,1
themes,1
participants,1
selfassessment,1
increase,1
behalf,1
iop,1
span,1
scale,1
today,1
embroil,1
lecture,1
issue,1
disengagement,1
mechanisms,1
utility,1
anfis,1
decisionmaking,1
distribution,1
coins,1
outcome,1
gamified,1
success,1
kavisha,1
duggal,1
day,1
subjects,1
instruction,1
schools,1
opportunities,1
thinking,1
csct,1
singleday,1
intervention,1
improvement,1
perceptions,1
coders,1
monitor,1
features,1
observation,1
measurement,1
manipulation,1
semester,1
literature,1
fkip,1
lamongan,1
inderscience,1
enterprises,1
intersection,1
thailand,1
emphasis,1
passion,1
background,1
style,1
preference,1
goals,1
sponto,1
quiz,1
assessment,1
instances,1
media,1
objects,1
units,1
tutorials,1
assessments,1
collaboration,1
findings,1
phases,1
metadata,1
cmeans,1
originalityvalue,1
emerald,1
scenario,1
lockdowns,1
interruptions,1
distance,1
pathways,1
emergency,1
issues,1
sides,1
desire,1
advantage,1
infosphere,1
type,1
modes,1
distinction,1
tutoring,1
complement,1
license,1
singapore,1
pte,1
factor,1
interactions,1
bots,1
crossplatform,1
studentplayer,1
adaptation,1
approachs,1
validation,1
kids,1
multiplication,1
tables,1
contributions,1
workshop,1
gameshuman,1
ghitaly19,1
connection,1
chitaly,1
edition,1
workshops,1
aspect,1
artifacts,1
consideration,1
concerns,1
borders,1
amusement,1
spectrum,1
search,1
reasoning,1
lab,1
procedures,1
area,1
point,1
example,1
file,1
procedure,1
lecturers,1
syllabus,1
material,1
grasp,1
engineers,1
problem,1
belgrade,1
wiley,1
workflows,1
verification,1
position,1
workflow,1
psychology,1
parametrization,1
dynamics,1
appearances,1
facts,1
assumptions,1
run,1
punishments,1
ones,1
ladders,1
vice,1
metamodels,1
selflearning,1
selfimproving,1
epochs,1
expertise,1
mathematics,1
statistics,1
technologists,1
impact,1
moodle,1
set,1
editions,1
relationships,1
accomplishment,1
graphs,1
forums,1
purpose,1
paths,1
sna,1
learningdeep,1
mldl,1
domains,1
windows,1
estimates,1
interventions,1
influence,1
definition,1
fun,1
behaviour,1
wellknown,1
customising,1
perception,1
cognition,1
modelling,1
principles,1
ontologies,1
metrics,1
candidate,1
neighbour,1
screening,1
weight,1
decomposition,1
recommendations,1
case,1
fit,1
cases,1
practice,1
feedback,1
summary,1
outlook,1
springerverlag,1
london,1
generations,1
nomenclature,1
insidiously,1
minds,1
stakeholders,1
survey,1
discussions,1
session,1
pedagogy,1
organ,1
ftf,1
microscopes,1
microscopy,1
selfteaching,1
coteach,1
divide,1
traditionalists,1
status,1
quo,1
reformists,1
changes,1
ineffectiveness,1
phase,1
selection,1
designers,1
thanks,1
beginning,1
cooperation,1
board,1
vector,1
rates,1
preferences,1
career,1
demographics,1
ages,1
competition,1
pilot,1
charles,1
county,1
maryland,1
district,1
classes,1
honors,1
access,1
foundation,1
teacher,1
liaison,1
cohort,1
shortcomings,1
products,1
highfidelity,1
graphics,1
millennials,1
administrators,1
international,1
astronautical,1
federation,1
iaf,1
